Geography,Date,ASP,type
Jacksonville,2/24/2019,1.06,Conventional
Las Vegas,2/24/2019,0.90,Conventional
Los Angeles,2/24/2019,0.85,Conventional
Louisville,2/24/2019,0.87,Conventional
Miami/Ft. Lauderdale,2/24/2019,1.06,Conventional
Midsouth,2/24/2019,1.02,Conventional
Nashville,2/24/2019,0.88,Conventional
New Orleans/Mobile,2/24/2019,0.95,Conventional
New York,2/24/2019,1.26,Conventional
Northeast,2/24/2019,1.20,Conventional
Northern New England,2/24/2019,1.24,Conventional
Orlando,2/24/2019,1.04,Conventional
Philadelphia,2/24/2019,1.18,Conventional
Phoenix/Tucson,2/24/2019,0.74,Conventional
Pittsburgh,2/24/2019,0.94,Conventional
Plains,2/24/2019,1.04,Conventional
Portland,2/24/2019,1.09,Conventional
Raleigh/Greensboro,2/24/2019,1.05,Conventional
Richmond/Norfolk,2/24/2019,0.91,Conventional
Roanoke,2/24/2019,0.88,Conventional
Sacramento,2/24/2019,1.16,Conventional
San Diego,2/24/2019,0.78,Conventional
San Francisco,2/24/2019,1.39,Conventional
Seattle,2/24/2019,1.19,Conventional
South Carolina,2/24/2019,1.04,Conventional
South Central,2/24/2019,0.75,Conventional
Southeast,2/24/2019,1.02,Conventional
Spokane,2/24/2019,1.09,Conventional
St. Louis,2/24/2019,1.16,Conventional
Syracuse,2/24/2019,1.11,Conventional
Tampa,2/24/2019,1.06,Conventional
West,2/24/2019,0.99,Conventional
West Tex/New Mexico,2/24/2019,0.79,Conventional
Total U.S.,2/24/2019,1.45,Organic
Albany,2/24/2019,1.35,Organic
Atlanta,2/24/2019,1.49,Organic
Baltimore/Washington,2/24/2019,1.29,Organic
Boise,2/24/2019,1.48,Organic
Boston,2/24/2019,1.38,Organic
Buffalo/Rochester,2/24/2019,1.16,Organic
California,2/24/2019,1.72,Organic
Charlotte,2/24/2019,1.39,Organic
Chicago,2/24/2019,1.47,Organic
Cincinnati/Dayton,2/24/2019,1.69,Organic
Columbus,2/24/2019,1.55,Organic
Dallas/Ft. Worth,2/24/2019,1.23,Organic
Denver,2/24/2019,1.56,Organic
Detroit,2/24/2019,1.57,Organic
Grand Rapids,2/24/2019,1.34,Organic
Great Lakes,2/24/2019,1.45,Organic
Harrisburg/Scranton,2/24/2019,1.19,Organic
Hartford/Springfield,2/24/2019,1.85,Organic
Houston,2/24/2019,1.41,Organic
Indianapolis,2/24/2019,1.43,Organic
Jacksonville,2/24/2019,1.23,Organic
Las Vegas,2/24/2019,1.55,Organic
Los Angeles,2/24/2019,1.72,Organic
Louisville,2/24/2019,1.52,Organic
Miami/Ft. Lauderdale,2/24/2019,1.16,Organic
Midsouth,2/24/2019,1.38,Organic
Nashville,2/24/2019,1.57,Organic
New Orleans/Mobile,2/24/2019,1.11,Organic
New York,2/24/2019,1.68,Organic
Northeast,2/24/2019,1.44,Organic
Northern New England,2/24/2019,1.34,Organic
Orlando,2/24/2019,1.14,Organic
Philadelphia,2/24/2019,1.34,Organic
Phoenix/Tucson,2/24/2019,1.33,Organic
Pittsburgh,2/24/2019,1.25,Organic
Plains,2/24/2019,1.20,Organic
Portland,2/24/2019,1.46,Organic
Raleigh/Greensboro,2/24/2019,1.67,Organic
Richmond/Norfolk,2/24/2019,1.19,Organic
Roanoke,2/24/2019,1.34,Organic
Sacramento,2/24/2019,1.62,Organic
San Diego,2/24/2019,1.73,Organic
San Francisco,2/24/2019,1.76,Organic
Seattle,2/24/2019,1.77,Organic
South Carolina,2/24/2019,1.29,Organic
South Central,2/24/2019,1.32,Organic
Southeast,2/24/2019,1.29,Organic
Spokane,2/24/2019,1.52,Organic
St. Louis,2/24/2019,1.71,Organic
Syracuse,2/24/2019,1.15,Organic
Tampa,2/24/2019,1.13,Organic
West,2/24/2019,1.55,Organic
West Tex/New Mexico,2/24/2019,1.49,Organic
Albany,3/3/2019,1.30,Conventional
Atlanta,3/3/2019,0.95,Conventional
Baltimore/Washington,3/3/2019,1.34,Conventional
Boise,3/3/2019,1.16,Conventional
Boston,3/3/2019,1.27,Conventional
Buffalo/Rochester,3/3/2019,1.16,Conventional
California,3/3/2019,1.13,Conventional
Charlotte,3/3/2019,1.04,Conventional
Chicago,3/3/2019,1.16,Conventional
Cincinnati/Dayton,3/3/2019,0.73,Conventional
Columbus,3/3/2019,0.83,Conventional
Dallas/Ft. Worth,3/3/2019,0.72,Conventional
Denver,3/3/2019,0.98,Conventional
Detroit,3/3/2019,0.99,Conventional
Grand Rapids,3/3/2019,1.41,Conventional
Great Lakes,3/3/2019,0.96,Conventional
Harrisburg/Scranton,3/3/2019,1.07,Conventional
Hartford/Springfield,3/3/2019,1.30,Conventional
Houston,3/3/2019,0.72,Conventional
Indianapolis,3/3/2019,0.85,Conventional
Jacksonville,3/3/2019,0.96,Conventional
Las Vegas,3/3/2019,0.90,Conventional
Los Angeles,3/3/2019,1.01,Conventional
Louisville,3/3/2019,1.05,Conventional
Miami/Ft. Lauderdale,3/3/2019,0.94,Conventional
Midsouth,3/3/2019,1.07,Conventional
Nashville,3/3/2019,0.91,Conventional
New Orleans/Mobile,3/3/2019,0.96,Conventional
New York,3/3/2019,1.25,Conventional
Northeast,3/3/2019,1.23,Conventional
Northern New England,3/3/2019,1.28,Conventional
Orlando,3/3/2019,0.95,Conventional
Philadelphia,3/3/2019,1.20,Conventional
Phoenix/Tucson,3/3/2019,0.74,Conventional
Pittsburgh,3/3/2019,1.16,Conventional
Plains,3/3/2019,0.94,Conventional
Portland,3/3/2019,1.10,Conventional
Raleigh/Greensboro,3/3/2019,1.00,Conventional
Richmond/Norfolk,3/3/2019,0.98,Conventional
Roanoke,3/3/2019,0.96,Conventional
Sacramento,3/3/2019,1.26,Conventional
San Diego,3/3/2019,1.10,Conventional
San Francisco,3/3/2019,1.39,Conventional
Seattle,3/3/2019,1.32,Conventional
South Carolina,3/3/2019,1.01,Conventional
South Central,3/3/2019,0.78,Conventional
Southeast,3/3/2019,0.95,Conventional
Spokane,3/3/2019,1.18,Conventional
St. Louis,3/3/2019,1.14,Conventional
Syracuse,3/3/2019,1.20,Conventional
Tampa,3/3/2019,0.94,Conventional
Total U.S.,3/3/2019,1.00,Conventional
West,3/3/2019,0.97,Conventional
West Tex/New Mexico,3/3/2019,0.75,Conventional
Albany,3/3/2019,1.23,Organic
Atlanta,3/3/2019,1.43,Organic
Baltimore/Washington,3/3/2019,1.33,Organic
Boise,3/3/2019,1.53,Organic
Boston,3/3/2019,1.37,Organic
Buffalo/Rochester,3/3/2019,1.15,Organic
California,3/3/2019,1.72,Organic
Charlotte,3/3/2019,1.38,Organic
Chicago,3/3/2019,1.46,Organic
Cincinnati/Dayton,3/3/2019,1.60,Organic
Columbus,3/3/2019,1.40,Organic
Dallas/Ft. Worth,3/3/2019,1.27,Organic
Denver,3/3/2019,1.32,Organic
Detroit,3/3/2019,1.42,Organic
Grand Rapids,3/3/2019,1.14,Organic
Great Lakes,3/3/2019,1.38,Organic
Harrisburg/Scranton,3/3/2019,1.18,Organic
Hartford/Springfield,3/3/2019,1.69,Organic
Houston,3/3/2019,1.12,Organic
Indianapolis,3/3/2019,1.39,Organic
Jacksonville,3/3/2019,1.22,Organic
Las Vegas,3/3/2019,1.39,Organic
Los Angeles,3/3/2019,1.77,Organic
Louisville,3/3/2019,1.53,Organic
Miami/Ft. Lauderdale,3/3/2019,1.16,Organic
Midsouth,3/3/2019,1.41,Organic
Nashville,3/3/2019,1.56,Organic
New Orleans/Mobile,3/3/2019,1.33,Organic
New York,3/3/2019,1.63,Organic
Northeast,3/3/2019,1.44,Organic
Northern New England,3/3/2019,1.18,Organic
Orlando,3/3/2019,1.17,Organic
Philadelphia,3/3/2019,1.44,Organic
Phoenix/Tucson,3/3/2019,1.44,Organic
Pittsburgh,3/3/2019,1.23,Organic
Plains,3/3/2019,1.25,Organic
Portland,3/3/2019,1.49,Organic
Raleigh/Greensboro,3/3/2019,1.69,Organic
Richmond/Norfolk,3/3/2019,1.25,Organic
Roanoke,3/3/2019,1.32,Organic
Sacramento,3/3/2019,1.52,Organic
San Diego,3/3/2019,1.71,Organic
San Francisco,3/3/2019,1.77,Organic
Seattle,3/3/2019,1.74,Organic
South Carolina,3/3/2019,1.20,Organic
South Central,3/3/2019,1.21,Organic
Southeast,3/3/2019,1.26,Organic
Spokane,3/3/2019,1.57,Organic
St. Louis,3/3/2019,1.76,Organic
Syracuse,3/3/2019,1.14,Organic
Tampa,3/3/2019,1.18,Organic
Total U.S.,3/3/2019,1.42,Organic
West,3/3/2019,1.44,Organic
West Tex/New Mexico,3/3/2019,1.37,Organic
Albany,3/10/2019,0.96,Conventional
Atlanta,3/10/2019,0.92,Conventional
Baltimore/Washington,3/10/2019,1.24,Conventional
Boise,3/10/2019,1.17,Conventional
Boston,3/10/2019,1.22,Conventional
Buffalo/Rochester,3/10/2019,1.12,Conventional
California,3/10/2019,1.10,Conventional
Charlotte,3/10/2019,1.09,Conventional
Chicago,3/10/2019,1.11,Conventional
Cincinnati/Dayton,3/10/2019,0.64,Conventional
Columbus,3/10/2019,0.87,Conventional
Dallas/Ft. Worth,3/10/2019,0.62,Conventional
Denver,3/10/2019,0.98,Conventional
Detroit,3/10/2019,0.98,Conventional
Grand Rapids,3/10/2019,1.34,Conventional
Great Lakes,3/10/2019,0.96,Conventional
Harrisburg/Scranton,3/10/2019,1.05,Conventional
Hartford/Springfield,3/10/2019,1.29,Conventional
Houston,3/10/2019,0.56,Conventional
Indianapolis,3/10/2019,0.86,Conventional
Jacksonville,3/10/2019,1.09,Conventional
Las Vegas,3/10/2019,0.91,Conventional
Los Angeles,3/10/2019,1.00,Conventional
Louisville,3/10/2019,0.94,Conventional
Miami/Ft. Lauderdale,3/10/2019,1.10,Conventional
Midsouth,3/10/2019,1.02,Conventional
Nashville,3/10/2019,0.84,Conventional
New Orleans/Mobile,3/10/2019,0.99,Conventional
New York,3/10/2019,1.23,Conventional
Northeast,3/10/2019,1.15,Conventional
Northern New England,3/10/2019,0.95,Conventional
Orlando,3/10/2019,1.06,Conventional
Philadelphia,3/10/2019,1.18,Conventional
Phoenix/Tucson,3/10/2019,0.72,Conventional
Pittsburgh,3/10/2019,1.17,Conventional
Plains,3/10/2019,1.01,Conventional
Portland,3/10/2019,1.14,Conventional
Raleigh/Greensboro,3/10/2019,1.03,Conventional
Richmond/Norfolk,3/10/2019,0.88,Conventional
Roanoke,3/10/2019,0.89,Conventional
Sacramento,3/10/2019,1.26,Conventional
San Diego,3/10/2019,1.09,Conventional
San Francisco,3/10/2019,1.35,Conventional
Seattle,3/10/2019,1.38,Conventional
South Carolina,3/10/2019,1.03,Conventional
South Central,3/10/2019,0.68,Conventional
Southeast,3/10/2019,1.02,Conventional
Spokane,3/10/2019,1.26,Conventional
St. Louis,3/10/2019,1.06,Conventional
Syracuse,3/10/2019,1.06,Conventional
Tampa,3/10/2019,1.06,Conventional
Total U.S.,3/10/2019,0.98,Conventional
West,3/10/2019,0.98,Conventional
West Tex/New Mexico,3/10/2019,0.86,Conventional
Albany,3/10/2019,1.20,Organic
Atlanta,3/10/2019,1.32,Organic
Baltimore/Washington,3/10/2019,1.25,Organic
Boise,3/10/2019,1.54,Organic
Boston,3/10/2019,1.49,Organic
Buffalo/Rochester,3/10/2019,1.16,Organic
California,3/10/2019,1.71,Organic
Charlotte,3/10/2019,1.51,Organic
Chicago,3/10/2019,1.41,Organic
Cincinnati/Dayton,3/10/2019,1.48,Organic
Columbus,3/10/2019,1.35,Organic
Dallas/Ft. Worth,3/10/2019,1.23,Organic
Denver,3/10/2019,1.15,Organic
Detroit,3/10/2019,1.46,Organic
Grand Rapids,3/10/2019,1.28,Organic
Great Lakes,3/10/2019,1.35,Organic
Harrisburg/Scranton,3/10/2019,1.14,Organic
Hartford/Springfield,3/10/2019,1.64,Organic
Houston,3/10/2019,1.44,Organic
Indianapolis,3/10/2019,1.44,Organic
Jacksonville,3/10/2019,1.22,Organic
Las Vegas,3/10/2019,1.38,Organic
Los Angeles,3/10/2019,1.76,Organic
Louisville,3/10/2019,1.37,Organic
Miami/Ft. Lauderdale,3/10/2019,1.14,Organic
Midsouth,3/10/2019,1.34,Organic
Nashville,3/10/2019,1.49,Organic
New Orleans/Mobile,3/10/2019,1.25,Organic
New York,3/10/2019,1.62,Organic
Northeast,3/10/2019,1.40,Organic
Northern New England,3/10/2019,1.29,Organic
Orlando,3/10/2019,1.13,Organic
Philadelphia,3/10/2019,1.34,Organic
Phoenix/Tucson,3/10/2019,1.44,Organic
Pittsburgh,3/10/2019,1.20,Organic
Plains,3/10/2019,1.21,Organic
Portland,3/10/2019,1.71,Organic
Raleigh/Greensboro,3/10/2019,1.74,Organic
Richmond/Norfolk,3/10/2019,1.12,Organic
Roanoke,3/10/2019,1.24,Organic
Sacramento,3/10/2019,1.54,Organic
San Diego,3/10/2019,1.73,Organic
San Francisco,3/10/2019,1.76,Organic
Seattle,3/10/2019,1.94,Organic
South Carolina,3/10/2019,1.31,Organic
South Central,3/10/2019,1.31,Organic
Southeast,3/10/2019,1.24,Organic
Spokane,3/10/2019,1.72,Organic
St. Louis,3/10/2019,1.83,Organic
Syracuse,3/10/2019,1.16,Organic
Tampa,3/10/2019,1.15,Organic
Total U.S.,3/10/2019,1.41,Organic
West,3/10/2019,1.45,Organic
West Tex/New Mexico,3/10/2019,1.40,Organic
Albany,3/17/2019,1.32,Conventional
Atlanta,3/17/2019,0.91,Conventional
Baltimore/Washington,3/17/2019,1.20,Conventional
Boise,3/17/2019,1.11,Conventional
Boston,3/17/2019,1.30,Conventional
Buffalo/Rochester,3/17/2019,1.11,Conventional
California,3/17/2019,1.00,Conventional
Charlotte,3/17/2019,0.86,Conventional
Chicago,3/17/2019,1.09,Conventional
Cincinnati/Dayton,3/17/2019,0.79,Conventional
Columbus,3/17/2019,0.95,Conventional
Dallas/Ft. Worth,3/17/2019,0.62,Conventional
Denver,3/17/2019,0.97,Conventional
Detroit,3/17/2019,0.94,Conventional
Grand Rapids,3/17/2019,0.96,Conventional
Great Lakes,3/17/2019,0.95,Conventional
Harrisburg/Scranton,3/17/2019,1.06,Conventional
Hartford/Springfield,3/17/2019,1.33,Conventional
Houston,3/17/2019,0.54,Conventional
Indianapolis,3/17/2019,0.88,Conventional
Jacksonville,3/17/2019,0.94,Conventional
Las Vegas,3/17/2019,1.03,Conventional
Los Angeles,3/17/2019,0.91,Conventional
Louisville,3/17/2019,0.93,Conventional
Miami/Ft. Lauderdale,3/17/2019,0.94,Conventional
Midsouth,3/17/2019,0.95,Conventional
Nashville,3/17/2019,0.85,Conventional
New Orleans/Mobile,3/17/2019,0.89,Conventional
New York,3/17/2019,1.24,Conventional
Northeast,3/17/2019,1.23,Conventional
Northern New England,3/17/2019,1.28,Conventional
Orlando,3/17/2019,0.93,Conventional
Philadelphia,3/17/2019,1.19,Conventional
Phoenix/Tucson,3/17/2019,0.76,Conventional
Pittsburgh,3/17/2019,1.13,Conventional
Plains,3/17/2019,0.90,Conventional
Portland,3/17/2019,1.06,Conventional
Raleigh/Greensboro,3/17/2019,0.86,Conventional
Richmond/Norfolk,3/17/2019,0.77,Conventional
Roanoke,3/17/2019,0.85,Conventional
Sacramento,3/17/2019,1.22,Conventional
San Diego,3/17/2019,0.89,Conventional
San Francisco,3/17/2019,1.28,Conventional
Seattle,3/17/2019,1.20,Conventional
South Carolina,3/17/2019,0.94,Conventional
South Central,3/17/2019,0.66,Conventional
Southeast,3/17/2019,0.93,Conventional
Spokane,3/17/2019,1.09,Conventional
St. Louis,3/17/2019,1.00,Conventional
Syracuse,3/17/2019,1.18,Conventional
Tampa,3/17/2019,0.92,Conventional
Total U.S.,3/17/2019,0.94,Conventional
West,3/17/2019,0.98,Conventional
West Tex/New Mexico,3/17/2019,0.81,Conventional
Albany,3/17/2019,1.26,Organic
Atlanta,3/17/2019,1.37,Organic
Baltimore/Washington,3/17/2019,1.32,Organic
Boise,3/17/2019,1.39,Organic
Boston,3/17/2019,1.39,Organic
Buffalo/Rochester,3/17/2019,1.15,Organic
California,3/17/2019,1.54,Organic
Charlotte,3/17/2019,1.33,Organic
Chicago,3/17/2019,1.44,Organic
Cincinnati/Dayton,3/17/2019,1.58,Organic
Columbus,3/17/2019,1.36,Organic
Dallas/Ft. Worth,3/17/2019,1.27,Organic
Denver,3/17/2019,1.24,Organic
Detroit,3/17/2019,1.49,Organic
Grand Rapids,3/17/2019,1.28,Organic
Great Lakes,3/17/2019,1.39,Organic
Harrisburg/Scranton,3/17/2019,1.22,Organic
Hartford/Springfield,3/17/2019,1.53,Organic
Houston,3/17/2019,1.55,Organic
Indianapolis,3/17/2019,1.45,Organic
Jacksonville,3/17/2019,1.21,Organic
Las Vegas,3/17/2019,1.53,Organic
Los Angeles,3/17/2019,1.43,Organic
Louisville,3/17/2019,1.25,Organic
Miami/Ft. Lauderdale,3/17/2019,1.15,Organic
Midsouth,3/17/2019,1.36,Organic
Nashville,3/17/2019,1.42,Organic
New Orleans/Mobile,3/17/2019,1.31,Organic
New York,3/17/2019,1.43,Organic
Northeast,3/17/2019,1.35,Organic
Northern New England,3/17/2019,1.33,Organic
Orlando,3/17/2019,1.16,Organic
Philadelphia,3/17/2019,1.28,Organic
Phoenix/Tucson,3/17/2019,1.44,Organic
Pittsburgh,3/17/2019,1.25,Organic
Plains,3/17/2019,1.17,Organic
Portland,3/17/2019,1.48,Organic
Raleigh/Greensboro,3/17/2019,1.65,Organic
Richmond/Norfolk,3/17/2019,1.27,Organic
Roanoke,3/17/2019,1.21,Organic
Sacramento,3/17/2019,1.56,Organic
San Diego,3/17/2019,1.49,Organic
San Francisco,3/17/2019,1.79,Organic
Seattle,3/17/2019,1.73,Organic
South Carolina,3/17/2019,1.42,Organic
South Central,3/17/2019,1.36,Organic
Southeast,3/17/2019,1.29,Organic
Spokane,3/17/2019,1.66,Organic
St. Louis,3/17/2019,1.54,Organic
Syracuse,3/17/2019,1.15,Organic
Tampa,3/17/2019,1.17,Organic
Total U.S.,3/17/2019,1.41,Organic
West,3/17/2019,1.52,Organic
West Tex/New Mexico,3/17/2019,1.47,Organic
Albany,3/24/2019,1.40,Conventional
Atlanta,3/24/2019,0.99,Conventional
Baltimore/Washington,3/24/2019,1.27,Conventional
Boise,3/24/2019,1.14,Conventional
Boston,3/24/2019,1.32,Conventional
Buffalo/Rochester,3/24/2019,1.08,Conventional
California,3/24/2019,1.04,Conventional
Charlotte,3/24/2019,1.06,Conventional
Chicago,3/24/2019,1.14,Conventional
Cincinnati/Dayton,3/24/2019,0.80,Conventional
Columbus,3/24/2019,0.85,Conventional
Dallas/Ft. Worth,3/24/2019,0.69,Conventional
Denver,3/24/2019,0.93,Conventional
Detroit,3/24/2019,0.93,Conventional
Grand Rapids,3/24/2019,1.44,Conventional
Great Lakes,3/24/2019,0.97,Conventional
Harrisburg/Scranton,3/24/2019,1.04,Conventional
Hartford/Springfield,3/24/2019,1.40,Conventional
Houston,3/24/2019,0.69,Conventional
Indianapolis,3/24/2019,0.85,Conventional
Jacksonville,3/24/2019,1.08,Conventional
Las Vegas,3/24/2019,0.95,Conventional
Los Angeles,3/24/2019,1.00,Conventional
Louisville,3/24/2019,1.04,Conventional
Miami/Ft. Lauderdale,3/24/2019,1.07,Conventional
Midsouth,3/24/2019,1.06,Conventional
Nashville,3/24/2019,0.89,Conventional
New Orleans/Mobile,3/24/2019,0.93,Conventional
New York,3/24/2019,1.27,Conventional
Northeast,3/24/2019,1.23,Conventional
Northern New England,3/24/2019,1.19,Conventional
Orlando,3/24/2019,1.05,Conventional
Philadelphia,3/24/2019,1.16,Conventional
Phoenix/Tucson,3/24/2019,0.71,Conventional
Pittsburgh,3/24/2019,0.91,Conventional
Plains,3/24/2019,0.95,Conventional
Portland,3/24/2019,1.00,Conventional
Raleigh/Greensboro,3/24/2019,1.00,Conventional
Richmond/Norfolk,3/24/2019,1.00,Conventional
Roanoke,3/24/2019,0.94,Conventional
Sacramento,3/24/2019,1.10,Conventional
San Diego,3/24/2019,1.08,Conventional
San Francisco,3/24/2019,1.10,Conventional
Seattle,3/24/2019,1.22,Conventional
South Carolina,3/24/2019,1.07,Conventional
South Central,3/24/2019,0.75,Conventional
Southeast,3/24/2019,1.04,Conventional
Spokane,3/24/2019,1.12,Conventional
St. Louis,3/24/2019,1.07,Conventional
Syracuse,3/24/2019,1.21,Conventional
Tampa,3/24/2019,1.05,Conventional
Total U.S.,3/24/2019,0.99,Conventional
West,3/24/2019,0.94,Conventional
West Tex/New Mexico,3/24/2019,0.81,Conventional
Albany,3/24/2019,1.27,Organic
Atlanta,3/24/2019,1.11,Organic
Baltimore/Washington,3/24/2019,1.38,Organic
Boise,3/24/2019,1.52,Organic
Boston,3/24/2019,1.37,Organic
Buffalo/Rochester,3/24/2019,1.23,Organic
California,3/24/2019,1.58,Organic
Charlotte,3/24/2019,1.38,Organic
Chicago,3/24/2019,1.52,Organic
Cincinnati/Dayton,3/24/2019,1.15,Organic
Columbus,3/24/2019,1.26,Organic
Dallas/Ft. Worth,3/24/2019,1.27,Organic
Denver,3/24/2019,1.19,Organic
Detroit,3/24/2019,1.18,Organic
Grand Rapids,3/24/2019,1.18,Organic
Great Lakes,3/24/2019,1.33,Organic
Harrisburg/Scranton,3/24/2019,1.25,Organic
Hartford/Springfield,3/24/2019,1.86,Organic
Houston,3/24/2019,1.46,Organic
Indianapolis,3/24/2019,1.25,Organic
Jacksonville,3/24/2019,1.22,Organic
Las Vegas,3/24/2019,1.54,Organic
Los Angeles,3/24/2019,1.47,Organic
Louisville,3/24/2019,1.38,Organic
Miami/Ft. Lauderdale,3/24/2019,1.15,Organic
Midsouth,3/24/2019,1.44,Organic
Nashville,3/24/2019,1.24,Organic
New Orleans/Mobile,3/24/2019,1.24,Organic
New York,3/24/2019,1.76,Organic
Northeast,3/24/2019,1.47,Organic
Northern New England,3/24/2019,1.16,Organic
Orlando,3/24/2019,1.17,Organic
Philadelphia,3/24/2019,1.42,Organic
Phoenix/Tucson,3/24/2019,1.46,Organic
Pittsburgh,3/24/2019,1.42,Organic
Plains,3/24/2019,1.20,Organic
Portland,3/24/2019,1.37,Organic
Raleigh/Greensboro,3/24/2019,1.71,Organic
Richmond/Norfolk,3/24/2019,1.46,Organic
Roanoke,3/24/2019,1.38,Organic
Sacramento,3/24/2019,1.44,Organic
San Diego,3/24/2019,1.59,Organic
San Francisco,3/24/2019,1.88,Organic
Seattle,3/24/2019,1.23,Organic
South Carolina,3/24/2019,1.29,Organic
South Central,3/24/2019,1.31,Organic
Southeast,3/24/2019,1.17,Organic
Spokane,3/24/2019,1.69,Organic
St. Louis,3/24/2019,1.65,Organic
Syracuse,3/24/2019,1.25,Organic
Tampa,3/24/2019,1.20,Organic
Total U.S.,3/24/2019,1.38,Organic
West,3/24/2019,1.34,Organic
West Tex/New Mexico,3/24/2019,1.42,Organic
Albany,3/31/2019,1.25,Conventional
Atlanta,3/31/2019,0.96,Conventional
Baltimore/Washington,3/31/2019,1.18,Conventional
Boise,3/31/2019,1.23,Conventional
Boston,3/31/2019,1.39,Conventional
Buffalo/Rochester,3/31/2019,1.09,Conventional
California,3/31/2019,1.14,Conventional
Charlotte,3/31/2019,1.07,Conventional
Chicago,3/31/2019,1.12,Conventional
Cincinnati/Dayton,3/31/2019,0.83,Conventional
Columbus,3/31/2019,0.89,Conventional
Dallas/Ft. Worth,3/31/2019,0.68,Conventional
Denver,3/31/2019,1.16,Conventional
Detroit,3/31/2019,1.00,Conventional
Grand Rapids,3/31/2019,1.50,Conventional
Great Lakes,3/31/2019,1.01,Conventional
Harrisburg/Scranton,3/31/2019,1.04,Conventional
Hartford/Springfield,3/31/2019,1.39,Conventional
Houston,3/31/2019,0.70,Conventional
Indianapolis,3/31/2019,0.90,Conventional
Jacksonville,3/31/2019,0.96,Conventional
Las Vegas,3/31/2019,0.82,Conventional
Los Angeles,3/31/2019,1.06,Conventional
Louisville,3/31/2019,1.05,Conventional
Miami/Ft. Lauderdale,3/31/2019,0.93,Conventional
Midsouth,3/31/2019,1.05,Conventional
Nashville,3/31/2019,0.89,Conventional
New Orleans/Mobile,3/31/2019,0.90,Conventional
New York,3/31/2019,1.28,Conventional
Northeast,3/31/2019,1.24,Conventional
Northern New England,3/31/2019,1.27,Conventional
Orlando,3/31/2019,0.92,Conventional
Philadelphia,3/31/2019,1.18,Conventional
Phoenix/Tucson,3/31/2019,0.67,Conventional
Pittsburgh,3/31/2019,0.91,Conventional
Plains,3/31/2019,0.99,Conventional
Portland,3/31/2019,1.16,Conventional
Raleigh/Greensboro,3/31/2019,1.03,Conventional
Richmond/Norfolk,3/31/2019,1.00,Conventional
Roanoke,3/31/2019,0.97,Conventional
Sacramento,3/31/2019,1.16,Conventional
San Diego,3/31/2019,1.11,Conventional
San Francisco,3/31/2019,1.38,Conventional
Seattle,3/31/2019,1.38,Conventional
South Carolina,3/31/2019,1.02,Conventional
South Central,3/31/2019,0.75,Conventional
Southeast,3/31/2019,0.94,Conventional
Spokane,3/31/2019,1.24,Conventional
St. Louis,3/31/2019,1.00,Conventional
Syracuse,3/31/2019,1.14,Conventional
Tampa,3/31/2019,0.93,Conventional
Total U.S.,3/31/2019,0.99,Conventional
West,3/31/2019,0.95,Conventional
West Tex/New Mexico,3/31/2019,0.80,Conventional
Albany,3/31/2019,1.57,Organic
Atlanta,3/31/2019,1.53,Organic
Baltimore/Washington,3/31/2019,1.42,Organic
Boise,3/31/2019,1.56,Organic
Boston,3/31/2019,1.40,Organic
Buffalo/Rochester,3/31/2019,1.21,Organic
California,3/31/2019,1.70,Organic
Charlotte,3/31/2019,1.85,Organic
Chicago,3/31/2019,1.55,Organic
Cincinnati/Dayton,3/31/2019,1.24,Organic
Columbus,3/31/2019,1.33,Organic
Dallas/Ft. Worth,3/31/2019,1.19,Organic
Denver,3/31/2019,1.30,Organic
Detroit,3/31/2019,1.26,Organic
Grand Rapids,3/31/2019,1.26,Organic
Great Lakes,3/31/2019,1.39,Organic
Harrisburg/Scranton,3/31/2019,1.31,Organic
Hartford/Springfield,3/31/2019,1.88,Organic
Houston,3/31/2019,1.24,Organic
Indianapolis,3/31/2019,1.42,Organic
Jacksonville,3/31/2019,1.32,Organic
Las Vegas,3/31/2019,1.33,Organic
Los Angeles,3/31/2019,1.63,Organic
Louisville,3/31/2019,1.52,Organic
Miami/Ft. Lauderdale,3/31/2019,1.19,Organic
Midsouth,3/31/2019,1.64,Organic
Nashville,3/31/2019,1.62,Organic
New Orleans/Mobile,3/31/2019,1.02,Organic
New York,3/31/2019,1.50,Organic
Northeast,3/31/2019,1.44,Organic
Northern New England,3/31/2019,1.32,Organic
Orlando,3/31/2019,1.24,Organic
Philadelphia,3/31/2019,1.36,Organic
Phoenix/Tucson,3/31/2019,1.36,Organic
Pittsburgh,3/31/2019,1.45,Organic
Plains,3/31/2019,1.12,Organic
Portland,3/31/2019,1.63,Organic
Raleigh/Greensboro,3/31/2019,2.27,Organic
Richmond/Norfolk,3/31/2019,1.47,Organic
Roanoke,3/31/2019,1.57,Organic
Sacramento,3/31/2019,1.54,Organic
San Diego,3/31/2019,1.77,Organic
San Francisco,3/31/2019,1.93,Organic
Seattle,3/31/2019,1.27,Organic
South Carolina,3/31/2019,1.43,Organic
South Central,3/31/2019,1.24,Organic
Southeast,3/31/2019,1.39,Organic
Spokane,3/31/2019,1.75,Organic
St. Louis,3/31/2019,2.18,Organic
Syracuse,3/31/2019,1.22,Organic
Tampa,3/31/2019,1.25,Organic
Total U.S.,3/31/2019,1.44,Organic
West,3/31/2019,1.40,Organic
West Tex/New Mexico,3/31/2019,1.48,Organic
Albany,4/7/2019,1.21,Conventional
Atlanta,4/7/2019,0.95,Conventional
Baltimore/Washington,4/7/2019,1.28,Conventional
